date,category,carrier,carrier2,issuer,card_name,tel,fee,spend_tier,type,discount,disc_type,apply_url,note
2026-08-21,통신,LGU+,LGU+,NH농협,NH올원 LG U+ 카드,,,100,기본,15000,청구할인,https://card.nonghyup.com/index_cardProd.html?SERVICE_ID=IPCC2021R&NAVIGATE_TYPE=1&cd_wrs_sqno=90000379&FromSite=z5,
2026-08-21,통신,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",30,기본,18000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,통신,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",70,기본,21000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,통신,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",160,기본,26000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,렌탈,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",30,기본,18000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,렌탈,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",70,기본,21000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,렌탈,아정당,아정당,우리,아정당 우리카드,1588-9955,"23,000원",160,기본,26000,청구할인,https://www.ajd.co.kr/card/event/detail/296,자사(파싱)
2026-08-21,통신,아정당,아정당,하나,아정당 하나카드,1800-1111,"29,000원",30,기본,15000,청구할인,https://www.ajd.co.kr/card/event/list,자사(고정값)
2026-08-21,통신,아정당,아정당,하나,아정당 하나카드,1800-1111,"29,000원",120,기본,20000,청구할인,https://www.ajd.co.kr/card/event/list,자사(고정값)
2026-08-21,렌탈,아정당,아정당,하나,아정당 하나카드,1800-1111,"29,000원",30,기본,15000,청구할인,https://www.ajd.co.kr/card/event/list,자사(고정값)
2026-08-21,렌탈,아정당,아정당,하나,아정당 하나카드,1800-1111,"29,000원",120,기본,20000,청구할인,https://www.ajd.co.kr/card/event/list,자사(고정값)
